"SYMBOL","COMPANY","NAME(S) OF THE ACQUIRER AND ITS (PAC)","DATE OF ACQUISITION / SALE OF SHARES / VR / DATE OF RECEIPT OF INTIMATION OF","TOTAL ACQUISTION (SHARES/VOTING RIGHTS/WARRANTS/ CONVERTIBLE SECURITIES/ ANY OTHER INSTRUMENT)","TOTAL SALE (SHARES/VOTING RIGHTS/WARRANTS/ CONVERTIBLE SECURITIES/ANY OTHER INSTRUMENT)","TOTAL AFTER ACQUISITION/SALE (SHARES/VOTING RIGHTS/WARRANTS/ CONVERTIBLE SECURITIES/ANY OTHER INSTRUMENT)","REGULATION","BROADCAST DATE/ TIME"
"SOMANYCERA","Somany Ceramics Limited","Ameya Somany","30-SEP-2020 to 30-SEP-2020","30000",,"65000","Reg29(1)","05-Oct-2020, 11-24"
"ACE","Action Construction Equipment Limited","Vijay Agarwal","30-SEP-2020 to 30-SEP-2020","34258",,"42475850","Reg29(2)","05-Oct-2020, 11-22"
"USHAMART","Usha Martin Limited","Rajeev Jhawar","30-SEP-2020 to 30-SEP-2020",,"1480218","2611969","Reg29(2)","05-Oct-2020, 11-16"
"DOLLAR","Dollar Industries Limited","DOLLAR HOLDINGS PRIVATE LIMITED","30-SEP-2020 to 30-SEP-2020","47521",,"26045534","Reg29(2)","01-Oct-2020, 22-30"
"MAHICKRA","Mahickra Chemicals Limited","Anitaben Gandhi","30-SEP-2020 to 30-SEP-2020","3000",,"180400","Reg29(2)","01-Oct-2020, 22-30"
"HGINFRA","H.G. Infra Engineering Limited","Hodal Singh","30-SEP-2020 to 30-SEP-2020","40727902",,"48251183","Reg29(2)","01-Oct-2020, 22-28"
"EMAMILTD","Emami Limited","IDBI Trusteeship Services Limited","29-SEP-2020 to 29-SEP-2020",,"10301431","27960000","Reg29(2)","01-Oct-2020, 22-16"
"MAHICKRA","Mahickra Chemicals Limited","Mitesh C. Gandhi","30-SEP-2020 to 30-SEP-2020","6000",,"589528","Reg29(2)","01-Oct-2020, 22-16"
"SIGIND","Signet Industries Limited","Mukesh Sangla","30-SEP-2020 to 30-SEP-2020","10600",,"771008","Reg29(2)","01-Oct-2020, 22-08"
"SANDHAR","Sandhar Technologies Limited","Jayant Davar","30-SEP-2020 to 30-SEP-2020","1480",,"31293071","Reg29(2)","01-Oct-2020, 22-04"
"SHAKTIPUMP","Shakti Pumps (India) Limited","Dinesh Patidar","30-SEP-2020 to 30-SEP-2020","83100",,"3768100","Reg29(1)","01-Oct-2020, 22-00"
"MANINFRA","Man Infraconstruction Limited","Parag K Shah","30-SEP-2020 to 30-SEP-2020","106855",,"84108954","Reg29(2)","01-Oct-2020, 21-58"
"SHAKTIPUMP","Shakti Pumps (India) Limited","Dinesh Patidar","30-SEP-2020 to 30-SEP-2020","83100",,"3768100","Reg29(2)","01-Oct-2020, 21-54"
"BIGBLOC","Bigbloc Construction Limited","Narayan Saboo HUF","30-SEP-2020 to 30-SEP-2020","1607",,"436263","Reg29(2)","01-Oct-2020, 20-50"
"DOLLAR","Dollar Industries Limited","M/s. Dollar Holdings Private Limited","30-SEP-2020 to 30-SEP-2020","47521",,"26045534","Reg29(2)","01-Oct-2020, 20-48"
"DYNPRO","Dynemic Products Limited","Mahendrabhai Patel","28-SEP-2020 to 30-SEP-2020",,"15192","13000","Reg29(2)","01-Oct-2020, 20-48"
"MOHITIND","Mohit Industries Limited","Narayan Saboo","29-SEP-2020 to 30-SEP-2020","22409",,"676418","Reg29(2)","01-Oct-2020, 20-48"
"DYNPRO","Dynemic Products Limited","Shobhanaben Patel","28-SEP-2020 to 30-SEP-2020",,"25518","0","Reg29(2)","01-Oct-2020, 20-46"
"FILATEX","Filatex India Limited","Vrinda Bhageria","29-SEP-2020 to 29-SEP-2020","69000",,"3851207","Reg29(2)","01-Oct-2020, 20-44"
"PSPPROJECT","PSP Projects Limited","Prahaladbhai Shivrambhai PAtel","29-SEP-2020 to 30-SEP-2020","4000",,"18516808","Reg29(2)","01-Oct-2020, 20-42"
"USHAMART","Usha Martin Limited","Neutral Publishing House Ltd","30-SEP-2020 to 30-SEP-2020","1675000",,"13429052","Reg29(2)","01-Oct-2020, 20-38"
"LINCPEN","Linc Pen & Plastics Limited","BIMLA DEVI JALAN","30-SEP-2020 to 30-SEP-2020","8000",,"570976","Reg29(2)","01-Oct-2020, 20-34"
"SIGIND","Signet Industries Limited","Mukesh Sangla","30-SEP-2020 to 30-SEP-2020","10600",,"771008","Reg29(2)","01-Oct-2020, 20-32"
"MFSL","Max Financial Services Limited","IDBI Trusteeship Services Limited","01-OCT-2020 to 01-OCT-2020",,"8366696","7652814","Reg29(2)","01-Oct-2020, 20-30"
"NACLIND","NACL Industries Limited","Mr K.Lakshmi Raju","30-SEP-2020 to 30-SEP-2020","5000000",,"12705860","Reg29(2)","01-Oct-2020, 20-28"
"SAKUMA","Sakuma Exports Limited","Kusum Malhotra Jt Saurabh Malhotra","28-SEP-2020 to 28-SEP-2020","0",,"46431190","Reg29(2)","01-Oct-2020, 20-28"
"SPTL","Sintex Plastics Technology Limited","BVM Finance Private Ltd along with PAC","29-SEP-2020 to 29-SEP-2020",,"5000000","14035595","Reg29(2)","01-Oct-2020, 20-28"
"ASHAPURMIN","Ashapura Minechem Limited","Ashapura Industrial Finance Limited","30-SEP-2020 to 30-SEP-2020","35000",,"8591632","Reg29(2)","01-Oct-2020, 20-26"
"AVG","AVG Logistics Limited","Mr Sanjay Gupta","30-SEP-2020 to 30-SEP-2020","483000",,"1715500","Reg29(2)","01-Oct-2020, 20-26"
"SINTEX","Sintex Industries Limited","BVM Finance Private Ltd along with PAC","29-SEP-2020 to 29-SEP-2020",,"5000000","11303905","Reg29(2)","01-Oct-2020, 20-26"
"TARMAT","Tarmat Limited","Sunita Sanjay Surana","30-SEP-2020 to 30-SEP-2020","134939",,"855061","Reg29(2)","01-Oct-2020, 20-26"
"TARMAT","Tarmat Limited","Sunita Babulal Surana","30-SEP-2020 to 30-SEP-2020","155061",,"855061","Reg29(2)","01-Oct-2020, 20-26"
"TARMAT","Tarmat Limited","Somani Estates Private Ltd","30-SEP-2020 to 01-OCT-2020","333000",,"333000","Reg29(1)","01-Oct-2020, 20-26"
"MAHICKRA","Mahickra Chemicals Limited","Komal Miteshkumar Gandhi","30-SEP-2020 to 30-SEP-2020","4500",,"878113","Reg29(2)","01-Oct-2020, 19-24"
"SPYL","Shekhawati Poly-Yarn Limited","Shrey Mukesh Ruia","30-SEP-2020 to 30-SEP-2020","10917485",,"40917485","Reg29(2)","01-Oct-2020, 19-24"
"JSL","Jindal Stainless Limited","Virtuous Tradecorp Private Limited along with PAC","29-SEP-2020 to 29-SEP-2020",,,"54434229","Reg29(2)","01-Oct-2020, 19-22"
"SPYL","Shekhawati Poly-Yarn Limited","Shrey Mukesh Ruia","30-SEP-2020 to 30-SEP-2020","10917485",,"40917485","Reg29(1)","01-Oct-2020, 19-22"
"MAHICKRA","Mahickra Chemicals Limited","Mitesh C. Gandhi HUF","30-SEP-2020 to 30-SEP-2020","1500",,"24000","Reg29(2)","01-Oct-2020, 19-20"
"TARMAT","Tarmat Limited","Jerry Varghese","30-SEP-2020 to 30-SEP-2020",,"744000","2487820","Reg29(2)","01-Oct-2020, 19-20"
"MAHICKRA","Mahickra Chemicals Limited","Nimit Miteshkumar Gandhi","30-SEP-2020 to 30-SEP-2020","4500",,"30000","Reg29(2)","01-Oct-2020, 19-16"
"TDPOWERSYS","TD Power Systems Limited","Nikhil Kumar along with PAC","30-SEP-2020 to 30-SEP-2020","4400",,"16784867","Reg29(2)","01-Oct-2020, 19-16"
"HGINFRA","H.G. Infra Engineering Limited","Vijendra Singh","30-SEP-2020 to 30-SEP-2020",,"11774837","100","Reg29(2)","01-Oct-2020, 19-14"
"HGINFRA","H.G. Infra Engineering Limited","Girishpal Singh","30-SEP-2020 to 30-SEP-2020",,"12512082","100","Reg29(2)","01-Oct-2020, 19-14"
"HGINFRA","H.G. Infra Engineering Limited","Harendra Singh","30-SEP-2020 to 30-SEP-2020",,"15147433","100","Reg29(2)","01-Oct-2020, 19-14"
"HGINFRA","H.G. Infra Engineering Limited","Nisha Singh","30-SEP-2020 to 30-SEP-2020",,"826775","100","Reg29(2)","01-Oct-2020, 19-14"
"HGINFRA","H.G. Infra Engineering Limited","Poonam Singh","30-SEP-2020 to 30-SEP-2020",,"466775","100","Reg29(2)","01-Oct-2020, 19-14"
"HINDCON","Hindcon Chemicals Limited","Nilima Goenka","30-SEP-2020 to 30-SEP-2020","36000",,"1408500","Reg29(2)","01-Oct-2020, 19-14"
"MAJESCO","Majesco Limited","IDFC Mutual Fund through its various schemes as mentioned in Annexure I","28-SEP-2020 to 28-SEP-2020","27695",,"1504580","Reg29(1)","30-Sep-2020, 21-32"
"RKFORGE","Ramkrishna Forgings Limited","Riddhi Portfolio Pvt Ltd","28-SEP-2020 to 28-SEP-2020","10000",,"19712994","Reg29(1)","30-Sep-2020, 21-30"
"RKFORGE","Ramkrishna Forgings Limited","Riddhi Portfolio Pvt Ltd","28-SEP-2020 to 28-SEP-2020","10000",,"19712994","Reg29(2)","30-Sep-2020, 21-28"
"MAHICKRA","Mahickra Chemicals Limited","Nimit Miteshkumar Gandhi","29-SEP-2020 to 29-SEP-2020","1500",,"25500","Reg29(2)","30-Sep-2020, 21-18"
"LGBBROSLTD","LG Balakrishnan & Bros Limited","V Rajvirdhan","28-SEP-2020 to 28-SEP-2020",,"125450","2952205","Reg29(2)","30-Sep-2020, 21-14"
"MFSL","Max Financial Services Limited","IDBI Trusteeship Services Limited","28-SEP-2020 to 28-SEP-2020",,"1039716","16019510","Reg29(2)","30-Sep-2020, 21-14"
"SUDARSCHEM","Sudarshan Chemical Industries Limited","Rajesh Balkrishna Rathi HUF","28-SEP-2020 to 28-SEP-2020","44425",,"177425","Reg29(1)","30-Sep-2020, 20-52"
"SUDARSCHEM","Sudarshan Chemical Industries Limited","Rajesh Balkrishna Rathi HUF","28-SEP-2020 to 28-SEP-2020","44425",,"177425","Reg29(2)","30-Sep-2020, 20-50"
"SUDARSCHEM","Sudarshan Chemical Industries Limited","Rajesh Balkrishna Rathi","28-SEP-2020 to 28-SEP-2020","523500",,"3995429","Reg29(1)","30-Sep-2020, 20-48"
"KPITTECH","KPIT Technologies Limited","Vistra ITCL India Limited","29-SEP-2020 to 29-SEP-2020","19206525",,"20830135","Reg29(2)","30-Sep-2020, 20-38"
"MFSL","Max Financial Services Limited","Max Ventures Investment Holdings Private Ltd along with PAC","28-SEP-2020 to 28-SEP-2020",,"6033000","60203608","Reg29(2)","30-Sep-2020, 20-38"
"SUDARSCHEM","Sudarshan Chemical Industries Limited","Mr Ajoy Balkrishna  Rathi","28-SEP-2020 to 28-SEP-2020","422600",,"2073660","Reg29(1)","30-Sep-2020, 20-38"
"SUDARSCHEM","Sudarshan Chemical Industries Limited","Rajesh Balkrishna Rathi","28-SEP-2020 to 28-SEP-2020","523500",,"3995429","Reg29(2)","30-Sep-2020, 20-38"
"ARROWGREEN","Arrow Greentech Limited","Rishil S Patel","28-SEP-2020 to 28-SEP-2020","100000",,"522000","Reg29(2)","30-Sep-2020, 20-36"
"DBCORP","D.B.Corp Limited","Bhawna Agarwal","18-SEP-2020 to 24-SEP-2020","57772",,"201139","Reg29(2)","30-Sep-2020, 20-36"
"GANGESSECU","Ganges Securities Limited","Uttam Commercial Limited","28-SEP-2020 to 28-SEP-2020","101",,"34811","Reg29(2)","30-Sep-2020, 20-36"
"GODFRYPHLP","Godfrey Phillips India Limited","K K Modi Investment And Financial Services Private Limited along with PAC","28-SEP-2020 to 30-SEP-2020","11403",,"24541562","Reg29(2)","30-Sep-2020, 20-36"
"MANINDS","Man Industries (India) Limited","Man Finance Private Limited along with PAC","29-SEP-2020 to 29-SEP-2020","50000",,"3182834","Reg29(2)","30-Sep-2020, 20-36"
"SMSLIFE","SMS Lifesciences India Limited","Potluri Laboratories Private Ltd","29-SEP-2020 to 29-SEP-2020","57700",,"66000","Reg29(1)","30-Sep-2020, 20-36"
"SMSLIFE","SMS Lifesciences India Limited","Ramesh Babu Potluri","29-SEP-2020 to 29-SEP-2020",,"57700","460405","Reg29(2)","30-Sep-2020, 20-36"
"SUDARSCHEM","Sudarshan Chemical Industries Limited","Mr Ajoy Balkrishna Rathi","28-SEP-2020 to 28-SEP-2020","422600",,"2073660","Reg29(2)","30-Sep-2020, 20-36"
"SUDARSCHEM","Sudarshan Chemical Industries Limited","Ajoy Balkrishna Rathi HUF","28-SEP-2020 to 28-SEP-2020","145325",,"1175325","Reg29(2)","30-Sep-2020, 20-36"
"SUDARSCHEM","Sudarshan Chemical Industries Limited","Ajoy Balkrishna Rathi HUF","28-SEP-2020 to 28-SEP-2020","145325",,"1175325","Reg29(1)","30-Sep-2020, 20-36"
"UJAAS","Ujaas Energy Limited","SVA Family Welfare Trust Trustee Vandana","29-SEP-2020 to 30-SEP-2020",,"17500000","13084560","Reg29(2)","30-Sep-2020, 20-36"
"CONSOFINVT","Consolidated Finvest & Holdings Limited","M/s SSJ Trust","29-SEP-2020 to 29-SEP-2020","38000",,"210520","Reg29(2)","30-Sep-2020, 20-34"
"CAPACITE","Capacit'e Infraprojects Limited","Rohit Ramnath Katyal","28-SEP-2020 to 28-SEP-2020",,"4512046","6304144","Reg29(2)","30-Sep-2020, 20-32"
"CAPACITE","Capacit'e Infraprojects Limited","Mr Rahul Ramnath Katyal","28-SEP-2020 to 28-SEP-2020","2256023",,"8380953","Reg29(2)","30-Sep-2020, 20-32"
"CAPACITE","Capacit'e Infraprojects Limited","Sakshi Rohit Katyal","28-SEP-2020 to 28-SEP-2020","2256023",,"2256093","Reg29(2)","30-Sep-2020, 20-32"
"MANINFRA","Man Infraconstruction Limited","Parag K Shah","29-SEP-2020 to 29-SEP-2020","93145",,"84002099","Reg29(2)","30-Sep-2020, 18-16"
"GLENMARK","Glenmark Pharmaceuticals Limited","HSBC Global Asset Management (Hong Kong) Limited","24-SEP-2020 to 24-SEP-2020","204615",,"14233696","Reg29(1)","30-Sep-2020, 18-12"
"ZEELEARN","Zee Learn Limited","IDBI Trusteeship Services Limited","25-SEP-2020 to 25-SEP-2020",,,"43140000","Reg29(2)","30-Sep-2020, 18-10"
"SITINET","Siti Networks Limited","IDBI Trusteeship Services Limited","25-SEP-2020 to 25-SEP-2020",,,"21183620","Reg29(2)","30-Sep-2020, 18-08"
"ZEEMEDIA","Zee Media Corporation Limited","IDBI Trusteeship Services Limited","25-SEP-2020 to 25-SEP-2020",,,"75390000","Reg29(2)","30-Sep-2020, 18-08"
"MANGLMCEM","Mangalam Cement Limited","Vidula Jalan","28-SEP-2020 to 28-SEP-2020","30000",,"130000","Reg29(2)","30-Sep-2020, 17-46"
"CLEDUCATE","CL Educate Limited","Satya Narayanan R","29-SEP-2020 to 30-SEP-2020","9000",,"2424744","Reg29(2)","30-Sep-2020, 17-44"
"CLEDUCATE","CL Educate Limited","Satya Narayanan r","29-SEP-2020 to 30-SEP-2020","5900",,"2430644","Reg29(2)","30-Sep-2020, 17-44"
"ARROWGREEN","Arrow Greentech Limited","Neil Patel","28-SEP-2020 to 28-SEP-2020","100000",,"524810","Reg29(2)","30-Sep-2020, 17-34"
"ARROWGREEN","Arrow Greentech Limited","Arrow Convertors Pvt Ltd","28-SEP-2020 to 28-SEP-2020",,"200000","996014","Reg29(2)","30-Sep-2020, 17-34"
"MANGLMCEM","Mangalam Cement Limited","Anshuman Vikram Jalan","28-SEP-2020 to 28-SEP-2020","30000",,"85000","Reg29(2)","30-Sep-2020, 17-30"
"DOLLAR","Dollar Industries Limited","DOLLAR HOLDINGS PRIVATE LIMITED","29-SEP-2020 to 29-SEP-2020","125000",,"25998013","Reg29(2)","30-Sep-2020, 17-26"
"LINCPEN","Linc Pen & Plastics Limited","BIMLA DEVI JALAN","28-SEP-2020 to 29-SEP-2020","11833",,"562976","Reg29(2)","30-Sep-2020, 17-24"
"MAHICKRA","Mahickra Chemicals Limited","Chintan Gandhi","29-SEP-2020 to 29-SEP-2020","1500",,"43500","Reg29(2)","30-Sep-2020, 17-20"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","BNP Paribas acting through its Hong Kong branch  in the capacity of security agent on behalf  of Lenders","25-SEP-2020 to 25-SEP-2020",,,"7728210","Reg29(2)","30-Sep-2020, 10-42"
"CINELINE","Cineline India Limited","JM Financial Products Limited","25-SEP-2020 to 25-SEP-2020",,"8724000","3091","Reg29(2)","30-Sep-2020, 09-06"
"CINELINE","Cineline India Limited","JM Financial Capital Limited","25-SEP-2020 to 25-SEP-2020",,"100","0","Reg29(2)","30-Sep-2020, 09-06"
"CINELINE","Cineline India Limited","JM Financial Services Limited","25-SEP-2020 to 25-SEP-2020",,"9206","0","Reg29(2)","30-Sep-2020, 09-06"
"SATIN","Satin Creditcare Network Limited","DSP Trustee Private Limited on behalf of schemes of DSP Mutual Fund  DSP Trustee Private Limited on behalf of schemes of DSP Alternative Investment Fund DSP Global Services Mauritius Limited erstwhile known as DSP Investment Managers Mauritius Limited","25-SEP-2020 to 25-SEP-2020",,"983506","3875648","Reg29(2)","30-Sep-2020, 09-06"
"WELCORP","Welspun Corp Limited","Balkrishan Goenka, Trustee of Welspun Group Master Trust","29-SEP-2020 to 29-SEP-2020","705000",,"113063807","Reg29(2)","30-Sep-2020, 09-06"
"SEAMECLTD","Seamec Limited","HAL Offshore Limited","28-SEP-2020 to 28-SEP-2020","5000",,"17801975","Reg29(2)","29-Sep-2020, 21-04"
"TAKE","Take Solutions Limited","Envestor Ventures Limited","28-SEP-2020 to 28-SEP-2020",,"7747194","0","Reg29(2)","29-Sep-2020, 21-04"
"OPTOCIRCUI","Opto Circuits (India) Limited","Mr Jayesh Chandrakant Patel","25-SEP-2020 to 28-SEP-2020",,"670000","8769718","Reg29(2)","29-Sep-2020, 19-50"
"MAXHEALTH","Max Healthcare Institute Limited","Max Ventures Investment Holdings Pvt Ltd along with PAC","28-SEP-2020 to 28-SEP-2020",,"16712104","406229","Reg29(2)","29-Sep-2020, 19-48"
"NCLIND","NCL Industries Limited","Bharti Goradia","02-SEP-2020 to 09-SEP-2020","4750",,"53191","Reg29(2)","29-Sep-2020, 19-48"
"BSL","BSL Limited","Ravi Jhunjhunwala","25-SEP-2020 to 25-SEP-2020","12559",,"129865","Reg29(2)","29-Sep-2020, 19-46"
"BSL","BSL Limited","Smt Sushila Devi Chokhani","25-SEP-2020 to 25-SEP-2020",,"12559","0","Reg29(2)","29-Sep-2020, 19-46"
"ZEELEARN","Zee Learn Limited","Asian Satellite Broadcast Private Limited","08-SEP-2020 to 25-SEP-2020",,"9300000","35350917","Reg29(2)","29-Sep-2020, 19-44"
"ZEEMEDIA","Zee Media Corporation Limited","25FPS Media Private Limited","26-JUN-2020 to 25-SEP-2020",,"9783313","64246279","Reg29(2)","29-Sep-2020, 19-44"
"ZEEMEDIA","Zee Media Corporation Limited","ARM Infra & Utilities Private Limited","25-SEP-2020 to 25-SEP-2020",,"800000","57433103","Reg29(2)","29-Sep-2020, 19-30"
"HFCL","HFCL Limited","MN Ventures Private Limited","29-SEP-2020 to 29-SEP-2020","3500000",,"259890000","Reg29(2)","29-Sep-2020, 19-28"
"OPTOCIRCUI","Opto Circuits (India) Limited","Mr Jayesh Chandrakant Patel","25-SEP-2020 to 28-SEP-2020",,"670000","8769718","Reg29(2)","29-Sep-2020, 19-26"
"HEXAWARE","Hexaware Technologies Limited","Deutsche Bank AG Singapore Branch acting as the security agent","25-SEP-2020 to 25-SEP-2020","87286523",,"273605113","Reg29(2)","29-Sep-2020, 19-24"
"NOCIL","NOCIL Limited","Sushripada Investments Pvt. Ltd","28-SEP-2020 to 28-SEP-2020","7300",,"9517830","Reg29(1)","29-Sep-2020, 19-24"
"NOCIL","NOCIL Limited","Sushripada Investments Pvt. Ltd","28-SEP-2020 to 28-SEP-2020","7300",,"9517830","Reg29(2)","29-Sep-2020, 19-24"
"KPITTECH","KPIT Technologies Limited","Vistra ITCL India Limited","02-MAR-2020 to 28-SEP-2020",,"19692860","1623610","Reg29(2)","29-Sep-2020, 19-22"
"LAGNAM","Lagnam Spintex Limited","Kavita Mangal","21-SEP-2020 to 21-SEP-2020","3000",,"245000","Reg29(2)","29-Sep-2020, 19-14"
"MAHICKRA","Mahickra Chemicals Limited","nimit gandhi","25-SEP-2020 to 28-SEP-2020","1500",,"24000","Reg29(2)","29-Sep-2020, 19-08"
"MAHICKRA","Mahickra Chemicals Limited","NIMIT MITESHKUMAR GANDHI","25-SEP-2020 to 28-SEP-2020","1500",,"22500","Reg29(2)","29-Sep-2020, 19-08"
"MOHITIND","Mohit Industries Limited","Narayan Saboo","25-SEP-2020 to 28-SEP-2020","11350",,"654009","Reg29(2)","29-Sep-2020, 17-54"
"NCLIND","NCL Industries Limited","Ravi Kalidindi","24-SEP-2020 to 24-SEP-2020","3000",,"2546369","Reg29(1)","29-Sep-2020, 17-52"
"BIGBLOC","Bigbloc Construction Limited","Narayan Saboo HUF","28-SEP-2020 to 28-SEP-2020","14402",,"434656","Reg29(2)","29-Sep-2020, 17-50"
"MAHICKRA","Mahickra Chemicals Limited","NIMIT MITESHKUMAR GANDHI","28-SEP-2020 to 28-SEP-2020","1500",,"22500","Reg29(2)","29-Sep-2020, 17-46"
"BANCOINDIA","Banco Products (I) Limited","Vimal Patel","28-SEP-2020 to 28-SEP-2020",,"3026092","0","Reg29(2)","29-Sep-2020, 14-18"
"BANCOINDIA","Banco Products (I) Limited","Pritty V Patel","28-SEP-2020 to 28-SEP-2020",,"1182085","0","Reg29(2)","29-Sep-2020, 14-18"
"BANCOINDIA","Banco Products (I) Limited","Mehul K Patel","28-SEP-2020 to 28-SEP-2020","6158591",,"38683933","Reg29(2)","29-Sep-2020, 14-18"
"BANCOINDIA","Banco Products (I) Limited","Vimal and Pritty Patel","28-SEP-2020 to 28-SEP-2020",,"1950414","0","Reg29(2)","29-Sep-2020, 14-18"
"RSWM","RSWM Limited","Smt Sushila Devi Chokhani","25-SEP-2020 to 25-SEP-2020",,"65332","0","Reg29(2)","29-Sep-2020, 11-02"
"ASHAPURMIN","Ashapura Minechem Limited","Ashapura Industrial Finance Limited","25-SEP-2020 to 25-SEP-2020","28632",,"8556632","Reg29(2)","29-Sep-2020, 11-00"
"STAR","Strides Pharma Science Limited","Sequent Scientific Limited","25-SEP-2020 to 25-SEP-2020",,"3312500","0","Reg29(2)","29-Sep-2020, 11-00"
"BSL","BSL Limited","Ravi Jhunjhunwala","25-SEP-2020 to 25-SEP-2020","12559",,"129865","Reg29(2)","29-Sep-2020, 10-58"
"BSL","BSL Limited","Smt Sushila Devi Chokhani Transferor","25-SEP-2020 to 25-SEP-2020",,"12559","0","Reg29(2)","29-Sep-2020, 10-58"
"HFCL","HFCL Limited","MN Ventures Private Limited","28-SEP-2020 to 28-SEP-2020","1700000",,"256390000","Reg29(2)","29-Sep-2020, 10-56"
"LGBBROSLTD","LG Balakrishnan & Bros Limited","V.RAJVIRDHAN","25-SEP-2020 to 25-SEP-2020",,"60000","3077655","Reg29(2)","29-Sep-2020, 10-52"
"RSWM","RSWM Limited","Ravi Jhunjhunwala HUFthrough its Karta Sh. Ravi Jhunjhunwala Transferor","25-SEP-2020 to 25-SEP-2020",,"25000","0","Reg29(2)","29-Sep-2020, 10-52"
"HEG","HEG Limited","Ravi Jhunjhunwala","25-SEP-2020 to 25-SEP-2020","202806",,"598719","Reg29(2)","29-Sep-2020, 10-50"
"RSWM","RSWM Limited","Ravi Jhunjhunwala","25-SEP-2020 to 25-SEP-2020","90332",,"1396746","Reg29(2)","29-Sep-2020, 10-26"
"GOLDIAM","Goldiam International Limited","Anmol Rashesh Bhansali","25-SEP-2020 to 25-SEP-2020","25000",,"3569500","Reg29(2)","29-Sep-2020, 10-22"
"BIGBLOC","Bigbloc Construction Limited","Narayan Saboo HUF","25-SEP-2020 to 25-SEP-2020","2210",,"420254","Reg29(2)","29-Sep-2020, 10-16"
"BIGBLOC","Bigbloc Construction Limited","Narayan Saboo HUF","23-SEP-2020 to 24-SEP-2020","6168",,"418044","Reg29(2)","29-Sep-2020, 10-14"
"STAR","Strides Pharma Science Limited","Pronomz Ventures LLP","25-SEP-2020 to 25-SEP-2020","3312500",,"15977500","Reg29(2)","29-Sep-2020, 10-14"
"HEG","HEG Limited","Ravi Jhunjhunwala HUFthrough its Karta Sh. Ravi Jhunjhunwala","25-SEP-2020 to 25-SEP-2020",,"202806","0","Reg29(2)","29-Sep-2020, 10-12"
"HEXAWARE","Hexaware Technologies Limited","HDFC Mutual Fund:","24-SEP-2020 to 24-SEP-2020",,"15079742","0","Reg29(2)","29-Sep-2020, 10-10"
"OPTOCIRCUI","Opto Circuits (India) Limited","Mr Jayesh Chandrakant Patel","23-SEP-2020 to 24-SEP-2020",,"85150","9439718","Reg29(2)","29-Sep-2020, 10-08"
"UGARSUGAR","The Ugar Sugar Works Limited","Rajendra V Shirgaokar","28-SEP-2020 to 28-SEP-2020","200",,"133082","Reg29(2)","29-Sep-2020, 10-08"
"UGARSUGAR","The Ugar Sugar Works Limited","Vinayak Shirgaokar Investment Pvt Ltd","28-SEP-2020 to 28-SEP-2020","100",,"3200394","Reg29(2)","29-Sep-2020, 10-08"
"GODREJIND","Godrej Industries Limited","Mr. Hormazd Godrej","28-SEP-2020 to 28-SEP-2020","360000",,"1731000","Reg29(1)","29-Sep-2020, 09-18"
"GODREJIND","Godrej Industries Limited","Mr. Hormazd Godrej","28-SEP-2020 to 28-SEP-2020","360000",,"1731000","Reg29(2)","29-Sep-2020, 09-18"
"GODREJIND","Godrej Industries Limited","Mr. Burjis Godrej","28-SEP-2020 to 28-SEP-2020",,"90000","5694975","Reg29(2)","29-Sep-2020, 09-18"
"GODREJIND","Godrej Industries Limited","Mr. Sohrab Godrej","28-SEP-2020 to 28-SEP-2020",,"270000","5282647","Reg29(2)","29-Sep-2020, 09-18"
"HEG","HEG Limited","Jet India Private Limited along with PAC","25-SEP-2020 to 25-SEP-2020","1005599",,"1005599","Reg29(1)","29-Sep-2020, 09-18"
"HEG","HEG Limited","Jet India Private Limited","25-SEP-2020 to 25-SEP-2020","1005599",,"1005599","Reg29(2)","29-Sep-2020, 09-18"
"WELCORP","Welspun Corp Limited","Balkrishan Goenka, Trustee of Welspun Group Master Trust","28-SEP-2020 to 28-SEP-2020","1546402",,"112358807","Reg29(2)","29-Sep-2020, 09-18"
"WELCORP","Welspun Corp Limited","Balkrishan Goenka, Trustee of Welspun Group Master Trust","25-SEP-2020 to 25-SEP-2020","362587",,"110812405","Reg29(2)","28-Sep-2020, 18-52"
