,comName,shp,totIssuedShares,totPromoterHolding,percPromoterHolding,totPublicHolding,totPromoterShares,percPromoterShares,percTotShares,disclosureFromDate,numSharesPledged,totDematShares,sharesCollateral,nbfcPromoShare,nbfcNonPromoShare,percSharesPledged,broadcastDt,disclosureToDate,compBroadcastDate
1351,The Sandesh Limited,30-Sep-2020,7569421,5663017,    74.81,1906404,0,     0.00,     0.00,,123208,7501609,0,0,0,1.64,23-Nov-2020 11:30:09,,
1352,Hindustan Construction Company Limited,30-Sep-2020,1513028244,525214871,    34.71,987813373,483932677,    92.14,    31.98,,521216350,1508614492,0,0,0,34.55,23-Nov-2020 11:30:09,,28-08-2019
1353,Bajaj Hindusthan Sugar Limited,30-Sep-2020,1133559942,176723422,    15.59,956836520,174943422,    98.99,    15.43,,202337887,1132714385,0,0,0,17.86,23-Nov-2020 11:30:09,,27-12-2017
1354,Amara Raja Batteries Limited,30-Sep-2020,170812500,47932452,    28.06,122880048,0,     0.00,     0.00,,1016470,167969678,0,0,0,0.61,23-Nov-2020 11:30:09,,28-04-2014
1355,NOCIL Limited,30-Sep-2020,165935055,56391184,    33.98,109543871,5364062,     9.51,     3.23,,18833601,163592166,0,0,0,11.51,23-Nov-2020 11:30:08,30-Sep-2020,30-09-2019
1356,Bosch Limited,30-Sep-2020,29493640,20805224,    70.54,8688416,0,     0.00,     0.00,,121708,29389198,0,0,0,0.41,23-Nov-2020 11:30:08,,
1357,Dr. Reddy's Laboratories Limited,30-Sep-2020,166269279,44841582,    26.97,121427697,0,     0.00,     0.00,,1347671,165694046,0,0,0,0.81,23-Nov-2020 11:30:08,,27-09-2017
1358,Bata India Limited,30-Sep-2020,128527540,68065514,    52.96,60462026,0,     0.00,     0.00,,1037131,127504791,0,0,0,0.81,23-Nov-2020 11:30:08,,
1359,Deepak Fertilizers And Petrochemicals Corporation Limited,30-Sep-2020,89284425,46602521,    52.20,42681904,35281977,    75.71,    39.52,,3592677,98093572,0,0,0,3.66,23-Nov-2020 11:30:08,,30-10-2019
1360,Chambal Fertilizers & Chemicals Limited,30-Sep-2020,416207852,251867165,    60.51,164340687,54330663,    21.57,    13.05,,53984945,401521839,0,0,0,13.45,23-Nov-2020 11:30:08,30-Sep-2020,31-10-2014
1361,Carborundum Universal Limited,30-Sep-2020,189440878,79648245,    42.04,109792633,15000,     0.02,     0.01,,3279217,187368669,0,0,0,1.75,23-Nov-2020 11:30:08,,30-04-2015
1362,Maharashtra Seamless Limited,30-Sep-2020,66999626,42239694,    63.04,24759932,0,     0.00,     0.00,,1505797,66313673,0,0,0,2.27,23-Nov-2020 11:30:08,,
1363,Hindustan Oil Exploration Company Limited,30-Sep-2020,132243289,5745,     0.00,132237544,0,     0.00,     0.00,,14863491,131282737,0,0,0,11.32,23-Nov-2020 11:30:08,,
1364,DIC India Limited,30-Sep-2020,9178977,6586077,    71.75,2592900,0,     0.00,     0.00,,240926,9064979,0,0,0,2.66,23-Nov-2020 11:30:08,,
1365,Coromandel International Limited,30-Sep-2020,293208349,174707004,    59.58,118501345,22000,     0.01,     0.01,,1294061,286619641,0,0,0,0.45,23-Nov-2020 11:30:08,,29-10-2015
1366,Balmer Lawrie & Company Limited,30-Sep-2020,171003846,0,     0.00,171003846,0,,     0.00,,4016450,168645808,0,0,0,2.38,23-Nov-2020 11:30:08,,
1367,Williamson Magor & Company Limited,30-Sep-2020,10956360,6794443,    62.01,4161917,0,     0.00,     0.00,,87483,10529639,0,0,0,0.83,23-Nov-2020 11:30:08,,
1368,Vindhya Telelinks Limited,30-Sep-2020,11850863,5160205,    43.54,6690658,0,     0.00,     0.00,,504194,11602321,0,0,0,4.35,23-Nov-2020 11:30:08,,
1369,The Motor & General Finance Limited,30-Sep-2020,38727190,25998644,    67.13,12728546,0,     0.00,     0.00,,77220,36764368,0,0,0,0.21,23-Nov-2020 11:30:08,,31-10-2019
1370,Maral Overseas Limited,30-Sep-2020,41508000,31108829,    74.95,10399171,14942880,    48.03,    36.00,,15626123,40863592,0,0,0,38.24,23-Nov-2020 11:30:08,,
1371,Asian Paints Limited,30-Sep-2020,959197790,506384654,    52.79,452813136,60071264,    11.86,     6.26,,63926585,951747522,0,0,0,6.72,23-Nov-2020 11:30:08,30-Sep-2020,31-07-2017
1372,The Ramco Cements Limited,30-Sep-2020,235799277,100507560,    42.62,135291717,11532625,    11.47,     4.89,,3278060,225575369,0,0,0,1.45,23-Nov-2020 11:30:08,,27-12-2016
1373,The India Cements Limited,30-Sep-2020,309897201,88162810,    28.45,221734391,23800000,    27.00,     7.68,,40220424,308931398,0,0,0,13.02,23-Nov-2020 11:30:08,,29-05-2017
1374,Procter & Gamble Health Limited,30-Sep-2020,16599382,8601071,    51.82,7998311,,,,,318133,16419085,0,0,0,1.94,23-Nov-2020 11:30:08,,
1375,Century Textiles & Industries Limited,30-Sep-2020,111695680,56077970,    50.21,55617710,0,     0.00,     0.00,,5763716,110227050,0,0,0,5.23,23-Nov-2020 11:30:08,,29-06-2017
1376,BEML Limited,30-Sep-2020,41644500,22500000,    54.03,19144500,0,     0.00,     0.00,,1518326,41536107,0,0,0,3.66,23-Nov-2020 11:30:08,,
1377,Ador Welding Limited,30-Sep-2020,13598467,7716975,    56.75,5881492,0,     0.00,     0.00,,125317,13128024,0,0,0,0.95,23-Nov-2020 11:30:08,,
1378,Century Enka Limited,30-Sep-2020,21850589,5418048,    24.80,16432541,,,,,1105805,20116374,0,0,0,5.5,23-Nov-2020 11:30:08,,17-04-2014
1379,Tata Chemicals Limited,30-Sep-2020,254756278,90355755,    35.47,164400523,0,     0.00,     0.00,,3866044,250217537,0,0,0,1.55,23-Nov-2020 11:30:08,,27-07-2016
1380,Torrent Pharmaceuticals Limited,30-Sep-2020,169222720,120564720,    71.25,48658000,0,     0.00,     0.00,,483257,168744490,0,0,0,0.29,23-Nov-2020 11:30:08,,15-04-2020
1381,Vardhman Textiles Limited,30-Sep-2020,57518760,35801168,    62.24,21717592,0,     0.00,     0.00,,593018,56857335,0,0,0,1.04,23-Nov-2020 11:30:08,,
1382,Agro Tech Foods Limited,30-Sep-2020,24369264,13326282,    54.68,11042982,0,     0.00,     0.00,,908853,24175041,0,0,0,3.76,23-Nov-2020 11:30:08,,
1383,The Federal Bank  Limited,30-Sep-2020,1994674957,31732891,     1.59,1962942066,0,     0.00,     0.00,,111203600,1974573994,0,0,0,5.63,23-Nov-2020 11:30:08,,
